School Code,School Name,DET Geographic Region,Local Government Area,Centre Type,School Category,State Electorate,Collection Year
1884,Deception Bay North State School,North Coast,Moreton Bay (R),State School,Primary,Murrumba,2013
2107,Deception Bay State High School,North Coast,Moreton Bay (R),State High School,Secondary,Murrumba,2013
237,Deception Bay State School,North Coast,Moreton Bay (R),State School,Primary,Murrumba,2013
683,Delaneys Creek State School,North Coast,Moreton Bay (R),State School,Primary,Glass House,2013
392,Denison State School,Central Queensland,Central Highlands (R),State School,Primary,Gregory,2013
837,Depot Hill State School,Central Queensland,Rockhampton (R),State School,Primary,Rockhampton,2013
1226,Dimbulah State School,Far North Queensland,Tablelands (R),State School,Combined,Dalrymple,2013
266,Dingo State School,Central Queensland,Central Highlands (R),State School,Primary,Gregory,2013
1001,Dirranbandi P-10 State School,Darling Downs South West,Balonne (S),State School,Combined,Warrego,2013
330,Doomadgee State School,North Queensland,Doomadgee (S),State School,Combined,Mount Isa,2013
31,Drayton State School,Darling Downs South West,Toowoomba (R),State School,Primary,Condamine,2013
889,Drillham State School,Darling Downs South West,Western Downs (R),State School,Primary,Warrego,2013
342,Duaringa State School,Central Queensland,Central Highlands (R),State School,Primary,Gregory,2013
1170,Dulacca State School,Darling Downs South West,Western Downs (R),State School,Primary,Warrego,2013
1779,Dundula State School,Central Queensland,Mackay (R),State School,Primary,Mirani,2013
934,Dunkeld State School,Darling Downs South West,Maranoa (R),State School,Primary,Warrego,2013
784,Dunwich State School,South East,Redland (C),State School,Primary,Cleveland,2013
959,Durack State School,Metropolitan,Brisbane (C),State School,Primary,Inala,2013
1667,Durong South State School,Darling Downs South West,South Burnett (R),State School,Primary,Callide,2013
506,Dutton Park State School,Metropolitan,Brisbane (C),State School,Primary,South Brisbane,2013
2156,Dysart State High School,Central Queensland,Isaac (R),State High School,Secondary,Mirani,2013
97,Dysart State School,Central Queensland,Isaac (R),State School,Primary,Mirani,2013
726,Eagle Junction State School,Metropolitan,Brisbane (C),State School,Primary,Clayfield,2013
1876,Eagleby South State School,South East,Logan (C),State School,Primary,Coomera,2013
1974,Eagleby State School,South East,Logan (C),State School,Primary,Coomera,2013
5180,Earnshaw State College,Metropolitan,Brisbane (C),State School,Combined,Nudgee,2013
877,East Brisbane State School,Metropolitan,Brisbane (C),State School,Primary,South Brisbane,2013
593,Eatons Hill State School,Metropolitan,Moreton Bay (R),State School,Primary,Everton,2013
301,Edens Landing State School,South East,Logan (C),State School,Primary,Waterford,2013
235,Edge Hill State School,Far North Queensland,Cairns (R),State School,Primary,Cairns,2013
581,Eidsvold State School,Central Queensland,North Burnett (R),State School,Combined,Callide,2013
34,Eight Mile Plains State School,Metropolitan,Brisbane (C),State School,Primary,Stretton,2013
545,Eimeo Road State School,Central Queensland,Mackay (R),State School,Primary,Whitsunday,2013
1758,El Arish State School,Far North Queensland,Cassowary Coast (R),State School,Primary,Hinchinbrook,2013
2183,Elanora State High School,South East,Gold Coast (C),State High School,Secondary,Currumbin,2013
1923,Elanora State School,South East,Gold Coast (C),State School,Primary,Currumbin,2013
953,Elimbah State School,North Coast,Moreton Bay (R),State School,Primary,Glass House,2013
1347,Elliott Heads State School,North Coast,Bundaberg (R),State School,Primary,Burnett,2013
1904,Emerald North State School,Central Queensland,Central Highlands (R),State School,Primary,Gregory,2013
2122,Emerald State High School,Central Queensland,Central Highlands (R),State High School,Secondary,Gregory,2013
354,Emerald State School,Central Queensland,Central Highlands (R),State School,Primary,Gregory,2013
154,Emu Creek State School,Darling Downs South West,Toowoomba (R),State School,Primary,Condamine,2013
473,Emu Park State School,Central Queensland,Rockhampton (R),State School,Primary,Keppel,2013
35,Enoggera State School,Metropolitan,Brisbane (C),State School,Primary,Ashgrove,2013
1179,Eromanga State School,Darling Downs South West,Quilpie (S),State School,Primary,Gregory,2013
199,Esk State School,Darling Downs South West,Somerset (R),State School,Primary,Nanango,2013
310,Eton State School,Central Queensland,Mackay (R),State School,Primary,Mirani,2013
682,Eudlo State School,North Coast,Sunshine Coast (R),State School,Primary,Glass House,2013
222,Eulo State School,Darling Downs South West,Paroo (S),State School,Primary,Warrego,2013
698,Eumundi State School,North Coast,Sunshine Coast (R),State School,Primary,Noosa,2013
1353,Eungella State School,Central Queensland,Mackay (R),State School,Primary,Mirani,2013
2061,Everton Park State High School,Metropolitan,Brisbane (C),State High School,Secondary,Everton,2013
1185,Everton Park State School,Metropolitan,Brisbane (C),State School,Primary,Everton,2013
1751,Fairview Heights State School,Darling Downs South West,Toowoomba (R),State School,Primary,Toowoomba North,2013
1172,Farleigh State School,Central Queensland,Mackay (R),State School,Primary,Whitsunday,2013
1027,Farnborough State School,Central Queensland,Rockhampton (R),State School,Primary,Keppel,2013
1205,Federal State School,North Coast,Sunshine Coast (R),State School,Primary,Nicklin,2013
810,Feluga State School,Far North Queensland,Cassowary Coast (R),State School,Primary,Hinchinbrook,2013
170,Fernvale State School,Metropolitan,Somerset (R),State School,Primary,Ipswich West,2013
2148,Ferny Grove State High School,Metropolitan,Brisbane (C),State High School,Secondary,Ferny Grove,2013
227,Ferny Grove State School,Metropolitan,Brisbane (C),State School,Primary,Ferny Grove,2013
250,Ferny Hills State School,Metropolitan,Moreton Bay (R),State School,Primary,Ferny Grove,2013
36,Fig Tree Pocket State School,Metropolitan,Brisbane (C),State School,Primary,Indooroopilly,2013
1175,Finch Hatton State School,Central Queensland,Mackay (R),State School,Primary,Mirani,2013
1883,Fitzgerald State School,Central Queensland,Mackay (R),State School,Primary,Mackay,2013
489,Flagstone Creek State School,Darling Downs South West,Lockyer Valley (R),State School,Primary,Lockyer,2013
2323,Flagstone State Community College,South East,Logan (C),State High School,Secondary,Logan,2013
471,Flagstone State School,South East,Logan (C),State School,Primary,Logan,2013
845,Flying Fish Point State School,Far North Queensland,Cassowary Coast (R),State School,Primary,Mulgrave,2013
697,Forest Hill State School,Darling Downs South West,Lockyer Valley (R),State School,Primary,Lockyer,2013
1726,Forest Lake State High School,Metropolitan,Brisbane (C),State High School,Secondary,Algester,2013
1998,Forest Lake State School,Metropolitan,Brisbane (C),State School,Primary,Inala,2013
1897,Forrest Beach State School,North Queensland,Hinchinbrook (S),State School,Primary,Hinchinbrook,2013
523,Forsayth State School,Far North Queensland,Etheridge (S),State School,Primary,Mount Isa,2013
37,Fortitude Valley State School,Metropolitan,Brisbane (C),State School,Primary,Brisbane Central,2013
40,Freestone State School,Darling Downs South West,Southern Downs (R),State School,Primary,Southern Downs,2013
940,Frenchville State School,Central Queensland,Rockhampton (R),State School,Primary,Keppel,2013
1812,Freshwater State School,Far North Queensland,Cairns (R),State School,Primary,Barron River,2013
84,Gabbinbar State School,Darling Downs South West,Toowoomba (R),State School,Primary,Toowoomba South,2013
1434,Garbutt State School,North Queensland,Townsville (C),State School,Primary,Townsville,2013
1460,Gargett State School,Central Queensland,Mackay (R),State School,Primary,Mirani,2013
41,Gatton State School,Darling Downs South West,Lockyer Valley (R),State School,Primary,Lockyer,2013
1752,Gaven State School,South East,Gold Coast (C),State School,Primary,Albert,2013
42,Gayndah State School,Central Queensland,North Burnett (R),State School,Primary,Callide,2013
3077,Geebung Special School,Metropolitan,Brisbane (C),Special School,Special,Nudgee,2013
1257,Geebung State School,Metropolitan,Brisbane (C),State School,Primary,Nudgee,2013
54,Geham State School,Darling Downs South West,Toowoomba (R),State School,Primary,Nanango,2013
178,Georgetown State School,Far North Queensland,Etheridge (S),State School,Primary,Mount Isa,2013
50,Gilston State School,South East,Gold Coast (C),State School,Primary,Mudgeeraba,2013
2131,Gin Gin State High School,North Coast,Bundaberg (R),State High School,Secondary,Callide,2013
298,Gin Gin State School,North Coast,Bundaberg (R),State School,Primary,Callide,2013
709,Gindie State School,Central Queensland,Central Highlands (R),State School,Primary,Gregory,2013
1258,Giru State School,North Queensland,Burdekin (S),State School,Primary,Burdekin,2013
749,Givelda State School,North Coast,Bundaberg (R),State School,Primary,Burnett,2013
44,Gladstone Central State School,Central Queensland,Gladstone (R),State School,Primary,Gladstone,2013
825,Gladstone South State School,Central Queensland,Gladstone (R),State School,Primary,Gladstone,2013
2030,Gladstone State High School,Central Queensland,Gladstone (R),State High School,Secondary,Gladstone,2013
740,Gladstone West State School,Central Queensland,Gladstone (R),State School,Primary,Gladstone,2013
149,Glamorgan Vale State School,Metropolitan,Somerset (R),State School,Primary,Ipswich West,2013
1242,Glass House Mountains State School,North Coast,Sunshine Coast (R),State School,Primary,Glass House,2013
544,Glen Aplin State School,Darling Downs South West,Southern Downs (R),State School,Primary,Southern Downs,2013
1592,Glenala State High School,Metropolitan,Brisbane (C),State High School,Secondary,Inala,2013
1918,Glenden State School,Central Queensland,Isaac (R),State School,Combined,Mirani,2013
1006,Gleneagle State School,South East,Scenic Rim (R),State School,Primary,Beaudesert,2013
313,Glenella State School,Central Queensland,Mackay (R),State School,Primary,Whitsunday,2013
2028,Glenmore State High School,Central Queensland,Rockhampton (R),State High School,Secondary,Rockhampton,2013
574,Glenmore State School,Central Queensland,Rockhampton (R),State School,Primary,Rockhampton,2013
917,Glenmorgan State School,Darling Downs South West,Western Downs (R),State School,Primary,Warrego,2013
770,Glennie Heights State School,Darling Downs South West,Southern Downs (R),State School,Primary,Southern Downs,2013
1089,Glenore Grove State School,Darling Downs South West,Lockyer Valley (R),State School,Primary,Lockyer,2013
126,Glenvale State School,Darling Downs South West,Toowoomba (R),State School,Primary,Toowoomba South,2013
337,Glenview State School,North Coast,Sunshine Coast (R),State School,Primary,Caloundra,2013
1617,Glenwood State School,North Coast,Fraser Coast (R),State School,Primary,Maryborough,2013
552,Gogango State School,Central Queensland,Rockhampton (R),State School,Primary,Mirani,2013
1920,Golden Beach State School,North Coast,Sunshine Coast (R),State School,Primary,Caloundra,2013
407,Gooburrum State School,North Coast,Bundaberg (R),State School,Primary,Burnett,2013
3034,Goodna Special School,Metropolitan,Ipswich (C),Special School,Special,Bundamba,2013
45,Goodna State School,Metropolitan,Ipswich (C),State School,Primary,Bundamba,2013
939,Goodwood State School,North Coast,Bundaberg (R),State School,Primary,Burnett,2013
111,Goombungee State School,Darling Downs South West,Toowoomba (R),State School,Primary,Nanango,2013
1310,Goomeri State School,Darling Downs South West,Gympie (R),State School,Combined,Callide,2013
807,Goondi State School,Far North Queensland,Cassowary Coast (R),State School,Primary,Mulgrave,2013
2092,Goondiwindi State High School,Darling Downs South West,Goondiwindi (R),State High School,Secondary,Southern Downs,2013
46,Goondiwindi State School,Darling Downs South West,Goondiwindi (R),State School,Primary,Southern Downs,2013
1839,Goovigen State School,Central Queensland,Banana (S),State School,Primary,Callide,2013
2106,Gordonvale State High School,Far North Queensland,Cairns (R),State High School,Secondary,Mulgrave,2013
790,Gordonvale State School,Far North Queensland,Cairns (R),State School,Primary,Mulgrave,2013
