School_No,School_Name,School_Type,Suburb,State,Postcode,Phone_No,LGA_ID,LGA_Name,Latitude,Longtitude,Education_Sector,Entity_Type,Address
583,South Yarra Primary School,Primary,South Yarra,VIC,3141,03 9866 3424,460,Melbourne (C),144.985619,-37.841353,Government,1,601 Punt Road
596,Stratford Primary School,Primary,Stratford,VIC,3862,03 5145 6554,681,Wellington (S),147.085386,-37.967251,Government,1,Cnr Wellsford & Hobson Streets P O Box 84
614,Taradale Primary School,Primary,Taradale,VIC,3447,03 5423 2247,543,Mount Alexander (S),144.351063,-37.141313,Government,1,98 High Street
618,Koroit And District Primary School,Primary,Koroit,VIC,3282,03 5565 8332,549,Moyne (S),142.368702,-38.292441,Government,1,91 Commercial Road P O Box 86
621,Tylden Primary School,Primary,Tylden,VIC,3444,03 5424 8244,413,Macedon Ranges (S),144.4087844,-37.32496764,Government,1,11 Clowes Street
631,Thomastown Primary School,Primary,Thomastown,VIC,3074,03 9465 2225,707,Whittlesea (C),145.0117394,-37.68238797,Government,1,6 Spring Street
643,Wangaratta Primary School,Primary,Wangaratta,VIC,3677,03 5721 2658,670,Wangaratta (RC),146.329419,-36.355275,Government,1,19 Chisholm Street P O Box 892
644,Wahgunyah Primary School,Primary,Wahgunyah,VIC,3687,02 6033 1265,335,Indigo (S),146.397925,-36.013651,Government,1,Elizabeth Street
647,Woodend Primary School,Primary,Woodend,VIC,3442,03 5427 2455,413,Macedon Ranges (S),144.5329415,-37.35341833,Government,1,146 High Street PO Box 318
648,Woodford Primary School,Primary,Woodford,VIC,3281,03 5562 7632,673,Warrnambool (C),142.484504,-38.316807,Government,1,8 Victoria Street
649,Werribee Primary School,Primary,Werribee,VIC,3030,03 9742 6659,726,Wyndham (C),144.65911,-37.906703,Government,1,2 Deutgam Street P O Box 432
652,Winters Flat Primary School,Primary,Castlemaine,VIC,3450,03 5472 1522,543,Mount Alexander (S),144.207491,-37.070164,Government,1,3 Roberts Avenue P O Box 170
653,Wooragee Primary School,Primary,Wooragee,VIC,3747,03 5728 7255,335,Indigo (S),146.730883,-36.29048,Government,1,1011 Beechworth-Wodonga Road 1011 Beechworth Wodonga Road
664,Wallan Primary School,Primary,Wallan,VIC,3756,03 5783 1232,485,Mitchell (S),144.975036,-37.411465,Government,1,46-48 Queen Street P O Box 74
688,Woolsthorpe Primary School,Primary,Woolsthorpe,VIC,3276,03 5569 2241,549,Moyne (S),142.4317633,-38.18741399,Government,1,12 Manifold Street
691,Yandoit Primary School,Primary,Yandoit,VIC,3461,03 5476 4286,291,Hepburn (S),144.0884407,-37.21400151,Government,1,74 High Street
693,Yarram Primary School,Primary,Yarram,VIC,3971,03 5182 5688,681,Wellington (S),146.675323,-38.558532,Government,1,2-14 Wesley Street PO Box 196
695,Pleasant Street Primary School (Ballarat),Primary,Lake Wendouree,VIC,3350,03 5332 2598,57,Ballarat (C),143.8387223,-37.55705557,Government,1,101 Pleasant St North 101 PLEASANT ST NORTH
699,Yea Primary School,Primary,Yea,VIC,3717,03 5797 2724,562,Murrindindi (S),145.428298,-37.212727,Government,1,23 Station Street P O Box 237
707,Lancefield Primary School,Primary,Lancefield,VIC,3435,03 5429 2307,413,Macedon Ranges (S),144.726424,-37.27495358,Government,1,80 High Street
716,Coimadai Primary School,Primary,Coimadai,VIC,3340,03 5367 2907,515,Moorabool (S),144.478308,-37.6137926,Government,1,86 Bennetts Lane
723,Birregurra Primary School,Primary,Birregurra,VIC,3242,03 5236 2222,175,Colac-Otway (S),143.78651,-38.340457,Government,1,58 Beal Street
734,Clayton North Primary School,Primary,Clayton,VIC,3168,03 9544 1522,497,Monash (C),145.122753,-37.912036,Government,1,1714 Dandenong Road
737,Milawa Primary School,Primary,Milawa,VIC,3678,03 5727 3243,670,Wangaratta (RC),146.432484,-36.444544,Government,1,133 Milawa-Bobinawarrah Road
744,Lockwood Primary School,Primary,Lockwood,VIC,3551,03 5435 3224,262,Greater Bendigo (C),144.161558,-36.802579,Government,1,190 Wiegards Road
749,Bealiba Primary School,Primary,Bealiba,VIC,3475,03 5469 1256,167,Central Goldfields (S),143.551897,-36.789942,Government,1,9 Grant Street 9 Grant St
754,Bairnsdale Primary School,Primary,Bairnsdale,VIC,3875,03 5152 4395,211,East Gippsland (S),147.6232285,-37.82742322,Government,1,330 - 370 Main Street P O Box 679
755,Gordon Primary School,Primary,Gordon,VIC,3345,03 5368 9223,515,Moorabool (S),144.105053,-37.58384869,Government,1,1 Dicker Street
767,Hepburn Primary School,Primary,Hepburn,VIC,3461,03 5348 2531,291,Hepburn (S),144.1327626,-37.30971525,Government,1,156 Main Road
769,Lara Lake Primary School,Primary,Lara Lake,VIC,3212,03 5282 1261,275,Greater Geelong (C),144.395642,-38.030405,Government,1,89 Forest Road South P O Box 132
770,Rosedale Primary School,Primary,Rosedale,VIC,3847,03 5199 2473,681,Wellington (S),146.7739049,-38.15460171,Government,1,1-23 Cricket Street P O Box 182
776,Bright P-12 College,Pri/Sec,Bright,VIC,3741,03 5755 1166,11,Alpine (S),146.960928,-36.733105,Government,1,46 Bakers Gully Road P O Box 30
795,Rochester Primary School,Primary,Rochester,VIC,3561,03 5484 1072,137,Campaspe (S),144.6979959,-36.35459709,Government,1,2 George Street P O Box 142
800,Ararat Primary School,Primary,Ararat,VIC,3377,03 5352 1253,26,Ararat (RC),142.937307,-37.285942,Government,1,70 - 78 Moore Street P O Box 225
814,Jamieson Primary School,Primary,Jamieson,VIC,3723,03 5777 0535,425,Mansfield (S),146.139739,-37.301151,Government,1,1 The Sideling
824,Preston South Primary School,Primary,Preston,VIC,3072,03 9484 1544,189,Darebin (C),145.007447,-37.747867,Government,1,56B Hotham Street P O Box 1527
831,Omeo Primary School,Primary,Omeo,VIC,3898,03 5159 1313,211,East Gippsland (S),147.593082,-37.100217,Government,1,167 Day Avenue P O Box 40
843,Harrietville Primary School,Primary,Harrietville,VIC,3741,03 5759 2533,11,Alpine (S),147.064936,-36.887713,Government,1,165 Great Alpine Road
846,Mordialloc Beach Primary School,Primary,Mordialloc,VIC,3195,03 9580 1468,343,Kingston (C),145.088809,-38.005582,Government,1,58 Barkly Street
849,Healesville Primary School,Primary,Healesville,VIC,3777,03 5962 4053,745,Yarra Ranges (S),145.5160425,-37.65713287,Government,1,2 View Street P O Box 222
854,Lake Bolac College,Pri/Sec,Lake Bolac,VIC,3351,03 5350 2302,26,Ararat (RC),142.837903,-37.720241,Government,1,90 Montgomery Street
856,Toongabbie Primary School,Primary,Toongabbie,VIC,3856,03 5192 4384,381,Latrobe (C),146.625183,-38.056967,Government,1,Victoria Street
859,Waubra Primary School,Primary,Waubra,VIC,3352,03 5343 5358,599,Pyrenees (S),143.634455,-37.353836,Government,1,2110 Sunraysia Highway
860,Great Western Primary School,Primary,Great Western,VIC,3374,03 5356 2235,581,Northern Grampians (S),142.85173,-37.148513,Government,1,Stephenson Street
861,Maffra Primary School,Primary,Maffra,VIC,3860,03 5147 1236,681,Wellington (S),146.97677,-37.964002,Government,1,22-28 Church Street P O Box 160
862,Broken Creek Primary School,Primary,Broken Creek,VIC,3673,03 5764 1253,101,Benalla (RC),145.889232,-36.423279,Government,1,413 Quinn Road
863,Lal Lal Primary School,Primary,Lal Lal,VIC,3352,03 5341 7580,515,Moorabool (S),144.010707,-37.676724,Government,1,12 Vaughan Street
864,Cobden Primary School,Primary,Cobden,VIC,3266,03 5595 1087,183,Corangamite (S),143.078121,-38.327119,Government,1,Silvester Street
866,St Leonards Primary School,Primary,St Leonards,VIC,3223,03 5257 1460,275,Greater Geelong (C),144.715034,-38.17196,Government,1,1341 Murradoc Road
876,Lilydale Primary School,Primary,Lilydale,VIC,3140,03 9735 1642,745,Yarra Ranges (S),145.3540681,-37.75367357,Government,1,63 - 65 Castella Street
877,Bendigo Primary School,Primary,Bendigo,VIC,3550,03 5443 6411,262,Greater Bendigo (C),144.264982,-36.757329,Government,1,Old Violet Street P O Box 316
878,Darraweit Guim Primary School,Primary,Darraweit Guim,VIC,3756,03 5789 1234,413,Macedon Ranges (S),144.8935664,-37.4010281,Government,1,2 Darraweit Valley Road
880,Linton Primary School,Primary,Linton,VIC,3360,03 5344 7341,249,Golden Plains (S),143.5613088,-37.68406827,Government,1,28 Adair Street
882,Invermay Primary School,Primary,Invermay,VIC,3352,03 5332 6396,57,Ballarat (C),143.8743932,-37.52085014,Government,1,187 Swinglers Road
887,Mitta Mitta Primary School,Primary,Mitta Mitta,VIC,3701,02 6072 3570,667,Towong (S),147.379483,-36.533414,Government,1,27 Giltrap Road
888,Camberwell Primary School,Primary,Camberwell,VIC,3124,03 9882 4663,111,Boroondara (C),145.05795,-37.832656,Government,1,290 Camberwell Road
890,Greenvale Primary School,Primary,Greenvale,VIC,3059,03 9333 2500,327,Hume (C),144.885933,-37.640312,Government,1,12-24 Bradford Avenue
912,Alexandra Primary School,Primary,Alexandra,VIC,3714,03 5772 1006,562,Murrindindi (S),145.711704,-37.192568,Government,1,15 Webster Street Locked Bag 2
919,Rockbank Primary School,Primary,Rockbank,VIC,3335,03 9747 1210,465,Melton (C),144.66214,-37.732023,Government,1,97-105 Westcott Parade P O Box 620
932,Bannockburn Primary School,Primary,Bannockburn,VIC,3331,03 5281 1755,249,Golden Plains (S),144.1700496,-38.04699559,Government,1,32 High Street
945,Doreen Primary School,Primary,Doreen,VIC,3754,03 9717 3563,571,Nillumbik (S),145.146482,-37.606324,Government,1,75 Doctors Gully Road
954,Talbot Primary School,Primary,Talbot,VIC,3371,03 5463 2373,167,Central Goldfields (S),143.703604,-37.16865,Government,1,2 Rowe Street
956,Yarra Glen Primary School,Primary,Yarra Glen,VIC,3775,03 9730 1254,745,Yarra Ranges (S),145.3716153,-37.64909639,Government,1,Symonds Street
959,Elmhurst Primary School,Primary,Elmhurst,VIC,3469,03 5354 8252,26,Ararat (RC),143.250208,-37.178015,Government,1,48 Byerly Street
981,Kangaroo Flat Primary School,Primary,Kangaroo Flat,VIC,3555,03 5447 5100,262,Greater Bendigo (C),144.234463,-36.788258,Government,1,60-80 Olympic Parade PO BOX 1244
982,Westmeadows Primary School,Primary,Westmeadows,VIC,3049,03 9309 4350,327,Hume (C),144.895697,-37.675649,Government,1,34-46 Riddell Street P O Box 2282
1002,Sunbury Primary School,Primary,Sunbury,VIC,3429,03 9744 9744,327,Hume (C),144.728144,-37.597687,Government,1,41 The Heights P O Box 212
1003,Diamond Creek Primary School,Primary,Diamond Creek,VIC,3089,03 9438 1108,571,Nillumbik (S),145.1516539,-37.67184929,Government,1,17 Clyde Street
1004,Hesket Primary School,Primary,Hesket,VIC,3442,03 5427 0330,413,Macedon Ranges (S),144.6197775,-37.34780909,Government,1,800 Romsey Road PO Box 654
1008,Axedale Primary School,Primary,Axedale,VIC,3551,03 5439 7232,262,Greater Bendigo (C),144.50146,-36.786228,Government,1,81 High Street
1022,Vermont Primary School,Primary,Vermont,VIC,3133,03 9874 2511,698,Whitehorse (C),145.194176,-37.837658,Government,1,4-10 Nurlendi Road Nurlendi Road
1023,Tarnagulla Primary School,Primary,Tarnagulla,VIC,3551,03 5438 7355,394,Loddon (S),143.828403,-36.771263,Government,1,51 Stanley Street
1026,Balwyn Primary School,Primary,Balwyn,VIC,3103,03 9836 7121,111,Boroondara (C),145.081524,-37.813944,Government,1,86B Balwyn Road
1028,Scoresby Primary School,Primary,Scoresby,VIC,3179,03 9763 7484,367,Knox (C),145.227501,-37.89395,Government,1,11 Ingrid Street
1030,Carisbrook Primary School,Primary,Carisbrook,VIC,3464,03 5464 2444,167,Central Goldfields (S),143.812657,-37.052061,Government,1,2 Camp Street
1033,Wandin Yallock Primary School,Primary,Wandin North,VIC,3139,03 5964 4276,745,Yarra Ranges (S),145.4364086,-37.79035398,Government,1,105 Beenak Road
1034,Yering Primary School,Primary,Yering,VIC,3770,03 9739 1451,745,Yarra Ranges (S),145.3822185,-37.7053494,Government,1,22-24 Melba Highway P O Box 139
1035,Dartmoor Primary School,Primary,Dartmoor,VIC,3304,03 5528 1382,241,Glenelg (S),141.276732,-37.923017,Government,1,76 Greenham Street P O Box 35
1051,Mickleham Primary School,Primary,Mickleham,VIC,3064,03 9745 2250,327,Hume (C),144.877199,-37.563336,Government,1,1880 Mickleham Road
1052,Inglewood Primary School,Primary,Inglewood,VIC,3517,03 5438 3303,394,Loddon (S),143.870446,-36.573945,Government,1,77 Sullivan Street
1054,Chewton Primary School,Primary,Chewton,VIC,3451,03 5472 2557,543,Mount Alexander (S),144.261164,-37.082327,Government,1,1 Hunter Street
1070,Bolinda Primary School,Primary,Bolinda,VIC,3432,03 5428 5317,413,Macedon Ranges (S),144.7454039,-37.43373498,Government,1,1 Mullalys Road
1072,Napoleons Primary School,Primary,Napoleons,VIC,3352,03 5342 0414,249,Golden Plains (S),143.826459,-37.67862938,Government,1,4721 Colac-Ballarat Road
1075,Kew Primary School,Primary,Kew,VIC,3101,03 9853 8325,111,Boroondara (C),145.033156,-37.80463,Government,1,Peel Street
1076,Haddon Primary School,Primary,Haddon,VIC,3351,03 5342 4487,249,Golden Plains (S),143.7217144,-37.58863962,Government,1,398 Sago Hill Road
1079,Panmure Primary School,Primary,Panmure,VIC,3265,03 5567 6264,549,Moyne (S),142.732528,-38.32935021,Government,1,8759 Princes Highway C/o Post Office Panmure
1081,Dargo Primary School,Primary,Dargo,VIC,3862,03 5140 1379,681,Wellington (S),147.249612,-37.459165,Government,1,137 Lind Avenue
1090,Sorrento Primary School,Primary,Sorrento,VIC,3943,03 5984 2130,534,Mornington Peninsula (S),144.740919,-38.341789,Government,1,32 Kerferd Avenue PO Box 121
1091,Alfredton Primary School,Primary,Alfredton,VIC,3350,03 5334 1572,57,Ballarat (C),143.8017398,-37.55496802,Government,1,89a Cuthberts Road
1097,Bridgewater Primary School,Primary,Bridgewater On Loddon,VIC,3516,03 5437 3081,394,Loddon (S),143.945917,-36.603101,Government,1,34 - 44 Eldon Street PO BOX 62
1098,Hastings Primary School,Primary,Hastings,VIC,3915,03 5979 1517,534,Mornington Peninsula (S),145.189121,-38.299463,Government,1,10 - 20 Hodgins Road
1103,Yackandandah Primary School,Primary,Yackandandah,VIC,3749,02 6027 1431,335,Indigo (S),146.836458,-36.312095,Government,1,39 High Street
1104,Nagambie Primary School,Primary,Nagambie,VIC,3608,03 5794 2273,643,Strathbogie (S),145.157226,-36.787589,Government,1,31 Goulburn Street
1108,Heyfield Primary School,Primary,Heyfield,VIC,3858,03 5148 2666,681,Wellington (S),146.784936,-37.982114,Government,1,22 Temple Street P O Box 172
1111,Moorabbin Primary School,Primary,Moorabbin,VIC,3189,03 9555 1101,343,Kingston (C),145.039171,-37.942362,Government,1,61 Worthing Road
1112,Mansfield Primary School,Primary,Mansfield,VIC,3722,03 5775 2325,425,Mansfield (S),146.085062,-37.055507,Government,1,4 Apollo Street P O Box 401
1115,Middle Indigo Primary School,Primary,Indigo Valley,VIC,3688,02 6026 9235,335,Indigo (S),146.72484,-36.156013,Government,1,710 Indigo Creek Road 710 Indigo Creek Rd
1117,Briagolong Primary School,Primary,Briagolong,VIC,3860,03 5145 5260,681,Wellington (S),147.067843,-37.842801,Government,1,2 Church Street
1120,Lindenow Primary School,Primary,Lindenow,VIC,3865,03 5157 1340,211,East Gippsland (S),147.453266,-37.800879,Government,1,140 Henry Street 140 HENRY STREET
1125,Broadford Primary School,Primary,Broadford,VIC,3658,03 5784 1221,485,Mitchell (S),145.046301,-37.20257,Government,1,17-23 Powlett Street P O Box 109
1126,Murchison Primary School,Primary,Murchison,VIC,3610,03 5826 2391,283,Greater Shepparton (C),145.214287,-36.61718,Government,1,8-10 Impey Street P O Box 85
1134,Panton Hill Primary School,Primary,Panton Hill,VIC,3759,03 9719 7202,571,Nillumbik (S),145.2395564,-37.64160566,Government,1,585 Kangaroo Grd-St Andrews Rd
1135,Glen Park Primary School,Primary,Glen Park,VIC,3352,03 5334 5360,515,Moorabool (S),143.934795,-37.524779,Government,1,265 Ralstons Road
1136,Concongella Primary School,Primary,CONCONGELLA,VIC,3384,03 5358 1811,581,Northern Grampians (S),142.822316,-37.049558,Government,1,61 Concongella School Road
1141,Bruthen Primary School,Primary,Bruthen,VIC,3885,03 5157 5445,211,East Gippsland (S),147.833492,-37.704214,Government,1,31 Great Alpine Road P O Box 101
1142,Swan Hill Primary School,Primary,Swan Hill,VIC,3585,03 5032 1336,661,Swan Hill (RC),143.54325,-35.346911,Government,1,123 Gray Street P O Box 798
1144,Porepunkah Primary School,Primary,Porepunkah,VIC,3740,03 5756 2253,11,Alpine (S),146.911022,-36.699486,Government,1,2 Martley Street
1146,Leopold Primary School,Primary,Leopold,VIC,3224,03 5250 1233,275,Greater Geelong (C),144.464536,-38.18689,Government,1,1 Kensington Road P O Box 42
1147,Inverleigh Primary School,Primary,Inverleigh,VIC,3321,03 5265 1340,249,Golden Plains (S),144.0546877,-38.10094228,Government,1,54 High Street 54 High St
1148,Glen Iris Primary School,Primary,Glen Iris,VIC,3146,03 9885 3624,111,Boroondara (C),145.065883,-37.860436,Government,1,170 Glen Iris Road
1150,Trawalla Primary School,Primary,Trawalla,VIC,3373,03 5349 2047,599,Pyrenees (S),143.469859,-37.437731,Government,1,11 Trawalla Road
1165,Quarry Hill Primary School,Primary,Quarry Hill,VIC,3550,03 5443 3537,262,Greater Bendigo (C),144.280277,-36.77507,Government,1,25 Peel Street P O Box 2118
1167,Sebastopol Primary School,Primary,Sebastopol,VIC,3356,03 5335 8157,57,Ballarat (C),143.844719,-37.59643401,Government,1,9 Warreen Street P O Box 246
1176,Woodside Primary School,Primary,Woodside,VIC,3874,03 5187 1272,681,Wellington (S),146.87668,-38.526681,Government,1,41 Beach Road
1178,Noorat Primary School,Primary,Noorat,VIC,3265,03 5592 5282,183,Corangamite (S),142.928735,-38.190751,Government,1,MacKinnon's Bridge Road
1181,Albert Park Primary School,Primary,Albert Park,VIC,3206,03 9699 9090,590,Port Phillip (C),144.952395,-37.841787,Government,1,Bridport Street Victoria St
1183,Williamstown Primary School,Primary,Williamstown,VIC,3016,03 9397 1248,311,Hobsons Bay (C),144.899736,-37.863809,Government,1,Cecil Street Cnr. Electra & Parker Street
1184,Boneo Primary School,Primary,Boneo,VIC,3939,03 5988 6253,534,Mornington Peninsula (S),144.886977,-38.412073,Government,1,582 Boneo Road PO Box 300
1190,Queenscliff Primary School,Primary,Queenscliff,VIC,3225,03 5258 1696,608,Queenscliffe (B),144.656211,-38.267224,Government,1,Cnr Stokes & Stevens Street P O Box 91
1194,Portland North Primary School,Primary,Portland North,VIC,3305,03 5523 1482,241,Glenelg (S),141.572331,-38.317639,Government,1,42 School Road
1207,Timor Primary School,Primary,Timor,VIC,3465,03 5461 2595,167,Central Goldfields (S),143.711987,-36.984224,Government,1,395 Bet Bet Creek Road
1208,Apsley Primary School,Primary,Apsley,VIC,3319,03 5586 1231,689,West Wimmera (S),141.082487,-36.973706,Government,1,Laidlaw Street P O Box 68
1211,Strathfieldsaye Primary School,Primary,Strathfieldsaye,VIC,3551,03 5439 5207,262,Greater Bendigo (C),144.352731,-36.804386,Government,1,9 Uxbridge Street
1222,Skye Primary School,Primary,Skye,VIC,3977,03 9786 1555,217,Frankston (C),145.201245,-38.117707,Government,1,395 Ballarto Road P O Box 8634
1225,Tooborac Primary School,Primary,Tooborac,VIC,3522,03 5433 5225,485,Mitchell (S),144.798145,-37.039779,Government,1,5185 Northern Highway
1231,Lucknow Primary School,Primary,Bairnsdale,VIC,3875,03 5152 4662,211,East Gippsland (S),147.630748,-37.812667,Government,1,Balmoral Crescent P O Box 891
1244,Upper Plenty Primary School,Primary,Upper Plenty,VIC,3756,03 5783 1358,485,Mitchell (S),145.057874,-37.423711,Government,1,10 Clarkes Road P O Box 496
1252,Carlton North Primary School,Primary,Carlton North,VIC,3054,03 9347 4822,735,Yarra (C),144.973028,-37.791064,Government,1,60 Lee Street 60 LEE STREET
1254,Maldon Primary School,Primary,Maldon,VIC,3463,03 5475 1484,543,Mount Alexander (S),144.065814,-36.995039,Government,1,109 High Street
1259,Woori Yallock Primary School,Primary,Woori Yallock,VIC,3139,03 5964 7258,745,Yarra Ranges (S),145.5326881,-37.77737209,Government,1,1360 Healesville Road
1263,Moyston Primary School,Primary,Moyston,VIC,3377,03 5354 2537,26,Ararat (RC),142.76785,-37.301664,Government,1,1349 Ararat-Halls Gap Road Post Office
